WeekDay,Day,Month,Year,Tarih,Saat,Tuketim(MWh)
7,12,4,2020,12.04.2020,19:00,"26.478,88"
7,12,4,2020,12.04.2020,20:00,"27.578,09"
7,12,4,2020,12.04.2020,21:00,"26.446,02"
7,12,4,2020,12.04.2020,22:00,"25.868,96"
7,12,4,2020,12.04.2020,23:00,"24.921,90"
1,13,4,2020,13.04.2020,00:00,"23.925,89"
1,13,4,2020,13.04.2020,01:00,"22.808,65"
1,13,4,2020,13.04.2020,02:00,"21.851,54"
1,13,4,2020,13.04.2020,03:00,"21.280,58"
1,13,4,2020,13.04.2020,04:00,"21.133,51"
1,13,4,2020,13.04.2020,05:00,"21.230,05"
1,13,4,2020,13.04.2020,06:00,"20.730,32"
1,13,4,2020,13.04.2020,07:00,"21.058,22"
1,13,4,2020,13.04.2020,08:00,"23.829,06"
1,13,4,2020,13.04.2020,09:00,"25.331,52"
1,13,4,2020,13.04.2020,10:00,"26.081,64"
1,13,4,2020,13.04.2020,11:00,"26.579,70"
1,13,4,2020,13.04.2020,12:00,"25.865,75"
1,13,4,2020,13.04.2020,13:00,"26.362,01"
1,13,4,2020,13.04.2020,14:00,"26.791,12"
1,13,4,2020,13.04.2020,15:00,"26.823,63"
1,13,4,2020,13.04.2020,16:00,"27.347,34"
1,13,4,2020,13.04.2020,17:00,"28.006,51"
1,13,4,2020,13.04.2020,18:00,"28.566,48"
1,13,4,2020,13.04.2020,19:00,"30.010,44"
1,13,4,2020,13.04.2020,20:00,"31.013,27"
1,13,4,2020,13.04.2020,21:00,"30.072,19"
1,13,4,2020,13.04.2020,22:00,"29.365,76"
1,13,4,2020,13.04.2020,23:00,"28.117,91"
2,14,4,2020,14.04.2020,00:00,"26.610,90"
2,14,4,2020,14.04.2020,01:00,"25.087,00"
2,14,4,2020,14.04.2020,02:00,"23.909,80"
2,14,4,2020,14.04.2020,03:00,"23.178,74"
2,14,4,2020,14.04.2020,04:00,"22.980,90"
2,14,4,2020,14.04.2020,05:00,"23.051,41"
2,14,4,2020,14.04.2020,06:00,"22.385,09"
2,14,4,2020,14.04.2020,07:00,"22.333,40"
2,14,4,2020,14.04.2020,08:00,"24.439,39"
2,14,4,2020,14.04.2020,09:00,"25.888,32"
2,14,4,2020,14.04.2020,10:00,"26.065,23"
2,14,4,2020,14.04.2020,11:00,"26.720,86"
2,14,4,2020,14.04.2020,12:00,"25.711,77"
2,14,4,2020,14.04.2020,13:00,"26.239,45"
2,14,4,2020,14.04.2020,14:00,"27.061,83"
2,14,4,2020,14.04.2020,15:00,"27.122,39"
2,14,4,2020,14.04.2020,16:00,"27.686,61"
2,14,4,2020,14.04.2020,17:00,"28.167,69"
2,14,4,2020,14.04.2020,18:00,"28.494,85"
2,14,4,2020,14.04.2020,19:00,"30.017,41"
2,14,4,2020,14.04.2020,20:00,"30.884,52"
2,14,4,2020,14.04.2020,21:00,"29.895,63"
2,14,4,2020,14.04.2020,22:00,"28.934,98"
2,14,4,2020,14.04.2020,23:00,"27.662,90"
3,15,4,2020,15.04.2020,00:00,"26.178,29"
3,15,4,2020,15.04.2020,01:00,"24.979,94"
3,15,4,2020,15.04.2020,02:00,"23.903,55"
3,15,4,2020,15.04.2020,03:00,"23.200,67"
3,15,4,2020,15.04.2020,04:00,"23.138,61"
3,15,4,2020,15.04.2020,05:00,"23.089,37"
3,15,4,2020,15.04.2020,06:00,"22.379,30"
3,15,4,2020,15.04.2020,07:00,"22.597,48"
3,15,4,2020,15.04.2020,08:00,"25.576,98"
3,15,4,2020,15.04.2020,09:00,"27.396,48"
3,15,4,2020,15.04.2020,10:00,"28.214,01"
3,15,4,2020,15.04.2020,11:00,"29.363,80"
3,15,4,2020,15.04.2020,12:00,"28.658,62"
3,15,4,2020,15.04.2020,13:00,"29.408,33"
3,15,4,2020,15.04.2020,14:00,"30.211,74"
3,15,4,2020,15.04.2020,15:00,"30.336,53"
3,15,4,2020,15.04.2020,16:00,"30.750,33"
3,15,4,2020,15.04.2020,17:00,"31.051,03"
3,15,4,2020,15.04.2020,18:00,"30.584,89"
3,15,4,2020,15.04.2020,19:00,"31.456,27"
3,15,4,2020,15.04.2020,20:00,"31.804,28"
3,15,4,2020,15.04.2020,21:00,"30.488,40"
3,15,4,2020,15.04.2020,22:00,"29.568,77"
3,15,4,2020,15.04.2020,23:00,"28.418,53"
4,16,4,2020,16.04.2020,00:00,"27.191,08"
4,16,4,2020,16.04.2020,01:00,"25.777,44"
4,16,4,2020,16.04.2020,02:00,"24.478,01"
4,16,4,2020,16.04.2020,03:00,"23.931,05"
4,16,4,2020,16.04.2020,04:00,"23.610,25"
4,16,4,2020,16.04.2020,05:00,"23.626,50"
4,16,4,2020,16.04.2020,06:00,"22.850,96"
4,16,4,2020,16.04.2020,07:00,"23.262,54"
4,16,4,2020,16.04.2020,08:00,"26.251,61"
4,16,4,2020,16.04.2020,09:00,"27.809,80"
4,16,4,2020,16.04.2020,10:00,"28.394,39"
4,16,4,2020,16.04.2020,11:00,"28.996,25"
4,16,4,2020,16.04.2020,12:00,"28.250,13"
4,16,4,2020,16.04.2020,13:00,"28.733,73"
4,16,4,2020,16.04.2020,14:00,"29.101,75"
4,16,4,2020,16.04.2020,15:00,"28.970,72"
4,16,4,2020,16.04.2020,16:00,"29.186,90"
4,16,4,2020,16.04.2020,17:00,"29.473,63"
4,16,4,2020,16.04.2020,18:00,"29.291,42"
4,16,4,2020,16.04.2020,19:00,"30.833,67"
4,16,4,2020,16.04.2020,20:00,"31.851,34"
4,16,4,2020,16.04.2020,21:00,"30.855,33"
4,16,4,2020,16.04.2020,22:00,"30.006,24"
4,16,4,2020,16.04.2020,23:00,"28.824,99"
5,17,4,2020,17.04.2020,00:00,"27.320,30"
5,17,4,2020,17.04.2020,01:00,"25.763,85"
5,17,4,2020,17.04.2020,02:00,"24.661,77"
5,17,4,2020,17.04.2020,03:00,"24.038,90"
5,17,4,2020,17.04.2020,04:00,"23.628,97"
5,17,4,2020,17.04.2020,05:00,"23.640,87"
5,17,4,2020,17.04.2020,06:00,"22.766,41"
5,17,4,2020,17.04.2020,07:00,"22.702,45"
5,17,4,2020,17.04.2020,08:00,"24.930,02"
5,17,4,2020,17.04.2020,09:00,"26.026,07"
5,17,4,2020,17.04.2020,10:00,"26.362,51"
5,17,4,2020,17.04.2020,11:00,"27.009,67"
5,17,4,2020,17.04.2020,12:00,"26.142,04"
5,17,4,2020,17.04.2020,13:00,"26.631,80"
5,17,4,2020,17.04.2020,14:00,"27.238,82"
5,17,4,2020,17.04.2020,15:00,"27.217,24"
5,17,4,2020,17.04.2020,16:00,"27.685,47"
5,17,4,2020,17.04.2020,17:00,"28.104,17"
5,17,4,2020,17.04.2020,18:00,"28.514,61"
5,17,4,2020,17.04.2020,19:00,"30.193,01"
5,17,4,2020,17.04.2020,20:00,"31.404,30"
5,17,4,2020,17.04.2020,21:00,"30.368,34"
5,17,4,2020,17.04.2020,22:00,"29.163,24"
5,17,4,2020,17.04.2020,23:00,"27.433,94"
6,18,4,2020,18.04.2020,00:00,"25.825,86"
6,18,4,2020,18.04.2020,01:00,"24.287,04"
6,18,4,2020,18.04.2020,02:00,"23.116,83"
6,18,4,2020,18.04.2020,03:00,"22.476,88"
6,18,4,2020,18.04.2020,04:00,"22.057,06"
6,18,4,2020,18.04.2020,05:00,"21.889,08"
6,18,4,2020,18.04.2020,06:00,"20.618,16"
6,18,4,2020,18.04.2020,07:00,"19.914,88"
6,18,4,2020,18.04.2020,08:00,"20.258,24"
6,18,4,2020,18.04.2020,09:00,"20.737,40"
6,18,4,2020,18.04.2020,10:00,"21.424,30"
6,18,4,2020,18.04.2020,11:00,"22.179,41"
6,18,4,2020,18.04.2020,12:00,"22.248,96"
6,18,4,2020,18.04.2020,13:00,"22.931,14"
6,18,4,2020,18.04.2020,14:00,"23.213,20"
6,18,4,2020,18.04.2020,15:00,"23.493,91"
6,18,4,2020,18.04.2020,16:00,"24.111,85"
6,18,4,2020,18.04.2020,17:00,"25.093,89"
6,18,4,2020,18.04.2020,18:00,"26.456,95"
6,18,4,2020,18.04.2020,19:00,"28.204,65"
6,18,4,2020,18.04.2020,20:00,"29.470,41"
6,18,4,2020,18.04.2020,21:00,"28.374,40"
6,18,4,2020,18.04.2020,22:00,"27.355,10"
6,18,4,2020,18.04.2020,23:00,"26.147,84"
7,19,4,2020,19.04.2020,00:00,"24.951,66"
7,19,4,2020,19.04.2020,01:00,"23.513,03"
7,19,4,2020,19.04.2020,02:00,"22.436,26"
7,19,4,2020,19.04.2020,03:00,"21.655,05"
7,19,4,2020,19.04.2020,04:00,"21.271,04"
7,19,4,2020,19.04.2020,05:00,"20.977,94"
7,19,4,2020,19.04.2020,06:00,"19.554,61"
7,19,4,2020,19.04.2020,07:00,"18.835,22"
7,19,4,2020,19.04.2020,08:00,"18.697,51"
7,19,4,2020,19.04.2020,09:00,"19.124,48"
7,19,4,2020,19.04.2020,10:00,"19.777,85"
7,19,4,2020,19.04.2020,11:00,"20.447,96"
7,19,4,2020,19.04.2020,12:00,"20.690,22"
7,19,4,2020,19.04.2020,13:00,"21.179,60"
7,19,4,2020,19.04.2020,14:00,"21.698,49"
7,19,4,2020,19.04.2020,15:00,"22.060,91"
7,19,4,2020,19.04.2020,16:00,"22.885,04"
7,19,4,2020,19.04.2020,17:00,"24.117,61"
7,19,4,2020,19.04.2020,18:00,"25.263,70"
7,19,4,2020,19.04.2020,19:00,"27.032,36"
7,19,4,2020,19.04.2020,20:00,"28.329,87"
7,19,4,2020,19.04.2020,21:00,"27.387,97"
7,19,4,2020,19.04.2020,22:00,"26.625,57"
7,19,4,2020,19.04.2020,23:00,"25.645,47"
1,20,4,2020,20.04.2020,00:00,"24.605,81"
1,20,4,2020,20.04.2020,01:00,"23.408,91"
1,20,4,2020,20.04.2020,02:00,"22.371,17"
1,20,4,2020,20.04.2020,03:00,"21.739,80"
1,20,4,2020,20.04.2020,04:00,"21.584,94"
1,20,4,2020,20.04.2020,05:00,"21.558,15"
1,20,4,2020,20.04.2020,06:00,"20.679,87"
1,20,4,2020,20.04.2020,07:00,"21.244,45"
1,20,4,2020,20.04.2020,08:00,"24.552,50"
1,20,4,2020,20.04.2020,09:00,"26.548,26"
1,20,4,2020,20.04.2020,10:00,"27.392,82"
1,20,4,2020,20.04.2020,11:00,"28.115,26"
1,20,4,2020,20.04.2020,12:00,"27.239,94"
1,20,4,2020,20.04.2020,13:00,"27.907,30"
1,20,4,2020,20.04.2020,14:00,"29.151,23"
1,20,4,2020,20.04.2020,15:00,"29.469,73"
1,20,4,2020,20.04.2020,16:00,"29.848,69"
1,20,4,2020,20.04.2020,17:00,"30.041,44"
1,20,4,2020,20.04.2020,18:00,"29.947,86"
1,20,4,2020,20.04.2020,19:00,"31.136,35"
1,20,4,2020,20.04.2020,20:00,"32.025,23"
1,20,4,2020,20.04.2020,21:00,"30.783,31"
1,20,4,2020,20.04.2020,22:00,"30.060,23"
1,20,4,2020,20.04.2020,23:00,"28.661,77"
2,21,4,2020,21.04.2020,00:00,"27.426,93"
2,21,4,2020,21.04.2020,01:00,"25.986,70"
2,21,4,2020,21.04.2020,02:00,"24.848,15"
2,21,4,2020,21.04.2020,03:00,"24.186,86"
2,21,4,2020,21.04.2020,04:00,"23.746,43"
2,21,4,2020,21.04.2020,05:00,"23.674,43"
2,21,4,2020,21.04.2020,06:00,"22.839,60"
2,21,4,2020,21.04.2020,07:00,"23.702,27"
2,21,4,2020,21.04.2020,08:00,"27.512,41"
2,21,4,2020,21.04.2020,09:00,"30.000,31"
2,21,4,2020,21.04.2020,10:00,"30.783,81"
2,21,4,2020,21.04.2020,11:00,"31.443,97"
2,21,4,2020,21.04.2020,12:00,"30.604,76"
2,21,4,2020,21.04.2020,13:00,"31.184,56"
2,21,4,2020,21.04.2020,14:00,"31.951,03"
2,21,4,2020,21.04.2020,15:00,"31.754,84"
2,21,4,2020,21.04.2020,16:00,"31.867,91"
2,21,4,2020,21.04.2020,17:00,"31.793,49"
2,21,4,2020,21.04.2020,18:00,"31.288,53"
2,21,4,2020,21.04.2020,19:00,"32.122,92"
2,21,4,2020,21.04.2020,20:00,"32.698,83"
2,21,4,2020,21.04.2020,21:00,"31.690,89"
2,21,4,2020,21.04.2020,22:00,"30.873,94"
2,21,4,2020,21.04.2020,23:00,"29.543,74"
3,22,4,2020,22.04.2020,00:00,"28.104,60"
3,22,4,2020,22.04.2020,01:00,"26.600,08"
3,22,4,2020,22.04.2020,02:00,"25.395,92"
3,22,4,2020,22.04.2020,03:00,"24.670,98"
3,22,4,2020,22.04.2020,04:00,"24.340,30"
3,22,4,2020,22.04.2020,05:00,"24.108,62"
3,22,4,2020,22.04.2020,06:00,"23.168,56"
3,22,4,2020,22.04.2020,07:00,"24.039,49"
3,22,4,2020,22.04.2020,08:00,"27.689,16"
3,22,4,2020,22.04.2020,09:00,"29.942,73"
3,22,4,2020,22.04.2020,10:00,"30.957,26"
3,22,4,2020,22.04.2020,11:00,"31.455,34"
3,22,4,2020,22.04.2020,12:00,"30.566,87"
3,22,4,2020,22.04.2020,13:00,"31.193,45"
3,22,4,2020,22.04.2020,14:00,"31.811,27"
3,22,4,2020,22.04.2020,15:00,"31.542,43"
3,22,4,2020,22.04.2020,16:00,"31.742,71"
3,22,4,2020,22.04.2020,17:00,"31.073,50"
3,22,4,2020,22.04.2020,18:00,"30.614,67"
3,22,4,2020,22.04.2020,19:00,"31.487,46"
3,22,4,2020,22.04.2020,20:00,"32.240,14"
3,22,4,2020,22.04.2020,21:00,"31.169,32"
3,22,4,2020,22.04.2020,22:00,"29.966,67"
3,22,4,2020,22.04.2020,23:00,"28.363,29"
4,23,4,2020,23.04.2020,00:00,"26.673,88"
4,23,4,2020,23.04.2020,01:00,"25.011,78"
4,23,4,2020,23.04.2020,02:00,"23.676,88"
4,23,4,2020,23.04.2020,03:00,"23.077,64"
4,23,4,2020,23.04.2020,04:00,"22.596,10"
4,23,4,2020,23.04.2020,05:00,"22.250,51"
4,23,4,2020,23.04.2020,06:00,"20.811,82"
4,23,4,2020,23.04.2020,07:00,"20.607,79"
4,23,4,2020,23.04.2020,08:00,"21.707,11"
4,23,4,2020,23.04.2020,09:00,"22.653,01"
4,23,4,2020,23.04.2020,10:00,"23.405,81"
4,23,4,2020,23.04.2020,11:00,"24.319,18"
4,23,4,2020,23.04.2020,12:00,"24.420,99"
4,23,4,2020,23.04.2020,13:00,"25.046,04"
4,23,4,2020,23.04.2020,14:00,"25.395,56"
4,23,4,2020,23.04.2020,15:00,"25.516,83"
4,23,4,2020,23.04.2020,16:00,"25.881,06"
4,23,4,2020,23.04.2020,17:00,"26.604,05"
4,23,4,2020,23.04.2020,18:00,"27.610,65"
4,23,4,2020,23.04.2020,19:00,"29.215,20"
4,23,4,2020,23.04.2020,20:00,"30.192,30"
4,23,4,2020,23.04.2020,21:00,"29.175,82"
4,23,4,2020,23.04.2020,22:00,"28.479,43"
4,23,4,2020,23.04.2020,23:00,"27.524,88"
5,24,4,2020,24.04.2020,00:00,"26.575,54"
5,24,4,2020,24.04.2020,01:00,"25.644,65"
5,24,4,2020,24.04.2020,02:00,"25.580,74"
5,24,4,2020,24.04.2020,03:00,"25.533,66"
5,24,4,2020,24.04.2020,04:00,"24.599,91"
5,24,4,2020,24.04.2020,05:00,"22.559,41"
5,24,4,2020,24.04.2020,06:00,"20.691,89"
5,24,4,2020,24.04.2020,07:00,"20.274,94"
5,24,4,2020,24.04.2020,08:00,"21.293,49"
5,24,4,2020,24.04.2020,09:00,"22.477,51"
5,24,4,2020,24.04.2020,10:00,"23.267,27"
5,24,4,2020,24.04.2020,11:00,"24.153,38"
5,24,4,2020,24.04.2020,12:00,"24.003,82"
5,24,4,2020,24.04.2020,13:00,"24.791,64"
5,24,4,2020,24.04.2020,14:00,"25.602,08"
5,24,4,2020,24.04.2020,15:00,"26.047,65"
5,24,4,2020,24.04.2020,16:00,"26.840,24"
5,24,4,2020,24.04.2020,17:00,"28.076,58"
5,24,4,2020,24.04.2020,18:00,"29.948,74"
5,24,4,2020,24.04.2020,19:00,"31.165,43"
5,24,4,2020,24.04.2020,20:00,"30.362,95"
5,24,4,2020,24.04.2020,21:00,"29.867,36"
5,24,4,2020,24.04.2020,22:00,"28.825,37"
5,24,4,2020,24.04.2020,23:00,"27.519,96"
6,25,4,2020,25.04.2020,00:00,"26.396,67"
6,25,4,2020,25.04.2020,01:00,"25.231,56"
6,25,4,2020,25.04.2020,02:00,"25.273,98"
6,25,4,2020,25.04.2020,03:00,"25.493,72"
6,25,4,2020,25.04.2020,04:00,"24.626,08"
6,25,4,2020,25.04.2020,05:00,"22.331,18"
6,25,4,2020,25.04.2020,06:00,"20.430,08"
6,25,4,2020,25.04.2020,07:00,"19.710,98"
6,25,4,2020,25.04.2020,08:00,"20.277,47"
6,25,4,2020,25.04.2020,09:00,"20.616,87"
6,25,4,2020,25.04.2020,10:00,"21.137,45"
6,25,4,2020,25.04.2020,11:00,"21.885,88"
6,25,4,2020,25.04.2020,12:00,"22.143,78"
6,25,4,2020,25.04.2020,13:00,"23.033,29"
6,25,4,2020,25.04.2020,14:00,"23.590,30"
6,25,4,2020,25.04.2020,15:00,"23.821,23"
6,25,4,2020,25.04.2020,16:00,"24.608,40"
6,25,4,2020,25.04.2020,17:00,"25.976,54"
6,25,4,2020,25.04.2020,18:00,"28.292,45"
6,25,4,2020,25.04.2020,19:00,"29.953,91"
6,25,4,2020,25.04.2020,20:00,"29.790,26"
6,25,4,2020,25.04.2020,21:00,"29.387,71"
6,25,4,2020,25.04.2020,22:00,"28.489,71"
6,25,4,2020,25.04.2020,23:00,"27.314,83"
7,26,4,2020,26.04.2020,00:00,"25.934,62"
7,26,4,2020,26.04.2020,01:00,"24.946,87"
7,26,4,2020,26.04.2020,02:00,"24.759,05"
7,26,4,2020,26.04.2020,03:00,"25.107,72"
7,26,4,2020,26.04.2020,04:00,"23.920,88"
7,26,4,2020,26.04.2020,05:00,"21.931,81"
7,26,4,2020,26.04.2020,06:00,"19.795,18"
7,26,4,2020,26.04.2020,07:00,"18.686,21"
7,26,4,2020,26.04.2020,08:00,"18.196,62"
7,26,4,2020,26.04.2020,09:00,"18.144,28"
7,26,4,2020,26.04.2020,10:00,"18.473,17"
7,26,4,2020,26.04.2020,11:00,"19.265,34"
7,26,4,2020,26.04.2020,12:00,"20.006,02"
7,26,4,2020,26.04.2020,13:00,"20.647,39"
7,26,4,2020,26.04.2020,14:00,"21.171,74"
7,26,4,2020,26.04.2020,15:00,"21.858,69"
7,26,4,2020,26.04.2020,16:00,"22.931,71"
7,26,4,2020,26.04.2020,17:00,"24.824,43"
7,26,4,2020,26.04.2020,18:00,"27.523,56"
7,26,4,2020,26.04.2020,19:00,"29.116,15"
7,26,4,2020,26.04.2020,20:00,"28.909,54"
7,26,4,2020,26.04.2020,21:00,"28.635,71"
7,26,4,2020,26.04.2020,22:00,"27.843,78"
7,26,4,2020,26.04.2020,23:00,"26.993,53"
1,27,4,2020,27.04.2020,00:00,"26.084,42"
1,27,4,2020,27.04.2020,01:00,"25.249,82"
1,27,4,2020,27.04.2020,02:00,"25.256,48"
1,27,4,2020,27.04.2020,03:00,"25.378,82"
1,27,4,2020,27.04.2020,04:00,"24.486,15"
1,27,4,2020,27.04.2020,05:00,"22.675,16"
1,27,4,2020,27.04.2020,06:00,"21.129,98"
1,27,4,2020,27.04.2020,07:00,"21.368,68"
1,27,4,2020,27.04.2020,08:00,"24.317,20"
1,27,4,2020,27.04.2020,09:00,"26.071,28"
1,27,4,2020,27.04.2020,10:00,"26.653,92"
1,27,4,2020,27.04.2020,11:00,"27.439,93"
1,27,4,2020,27.04.2020,12:00,"27.179,37"
1,27,4,2020,27.04.2020,13:00,"28.192,57"
1,27,4,2020,27.04.2020,14:00,"28.995,95"
1,27,4,2020,27.04.2020,15:00,"29.305,65"
1,27,4,2020,27.04.2020,16:00,"29.964,64"
1,27,4,2020,27.04.2020,17:00,"30.240,31"
1,27,4,2020,27.04.2020,18:00,"31.109,77"
1,27,4,2020,27.04.2020,19:00,"32.141,63"
1,27,4,2020,27.04.2020,20:00,"31.927,58"
1,27,4,2020,27.04.2020,21:00,"31.842,25"
1,27,4,2020,27.04.2020,22:00,"31.191,34"
1,27,4,2020,27.04.2020,23:00,"29.947,06"
2,28,4,2020,28.04.2020,00:00,"28.754,63"
2,28,4,2020,28.04.2020,01:00,"27.680,04"
2,28,4,2020,28.04.2020,02:00,"27.413,67"
2,28,4,2020,28.04.2020,03:00,"27.217,90"
2,28,4,2020,28.04.2020,04:00,"26.413,33"
2,28,4,2020,28.04.2020,05:00,"24.470,61"
2,28,4,2020,28.04.2020,06:00,"22.918,80"
2,28,4,2020,28.04.2020,07:00,"22.839,84"
2,28,4,2020,28.04.2020,08:00,"25.172,73"
2,28,4,2020,28.04.2020,09:00,"26.536,01"
2,28,4,2020,28.04.2020,10:00,"27.154,08"
2,28,4,2020,28.04.2020,11:00,"27.697,54"
2,28,4,2020,28.04.2020,12:00,"27.283,26"
2,28,4,2020,28.04.2020,13:00,"28.082,69"
2,28,4,2020,28.04.2020,14:00,"28.867,74"
2,28,4,2020,28.04.2020,15:00,"29.268,05"
2,28,4,2020,28.04.2020,16:00,"29.778,56"
2,28,4,2020,28.04.2020,17:00,"30.263,73"
2,28,4,2020,28.04.2020,18:00,"31.087,14"
2,28,4,2020,28.04.2020,19:00,"32.094,50"
2,28,4,2020,28.04.2020,20:00,"31.804,13"
2,28,4,2020,28.04.2020,21:00,"31.922,59"
2,28,4,2020,28.04.2020,22:00,"31.245,02"
2,28,4,2020,28.04.2020,23:00,"29.994,28"
3,29,4,2020,29.04.2020,00:00,"28.808,16"
3,29,4,2020,29.04.2020,01:00,"27.796,58"
3,29,4,2020,29.04.2020,02:00,"27.535,47"
3,29,4,2020,29.04.2020,03:00,"27.306,59"
3,29,4,2020,29.04.2020,04:00,"26.514,02"
3,29,4,2020,29.04.2020,05:00,"24.728,50"
3,29,4,2020,29.04.2020,06:00,"23.030,78"
3,29,4,2020,29.04.2020,07:00,"23.067,82"
3,29,4,2020,29.04.2020,08:00,"25.267,90"
3,29,4,2020,29.04.2020,09:00,"26.660,87"
3,29,4,2020,29.04.2020,10:00,"26.483,73"
3,29,4,2020,29.04.2020,11:00,"27.799,11"
3,29,4,2020,29.04.2020,12:00,"27.671,06"
3,29,4,2020,29.04.2020,13:00,"28.677,74"
3,29,4,2020,29.04.2020,14:00,"29.609,60"
3,29,4,2020,29.04.2020,15:00,"29.689,08"
3,29,4,2020,29.04.2020,16:00,"30.234,37"
3,29,4,2020,29.04.2020,17:00,"30.585,02"
3,29,4,2020,29.04.2020,18:00,"31.351,09"
3,29,4,2020,29.04.2020,19:00,"32.123,42"
3,29,4,2020,29.04.2020,20:00,"31.766,89"
3,29,4,2020,29.04.2020,21:00,"31.725,69"
3,29,4,2020,29.04.2020,22:00,"30.720,59"
3,29,4,2020,29.04.2020,23:00,"29.886,94"
4,30,4,2020,30.04.2020,00:00,"28.654,97"
4,30,4,2020,30.04.2020,01:00,"27.458,24"
4,30,4,2020,30.04.2020,02:00,"27.272,38"
4,30,4,2020,30.04.2020,03:00,"27.019,16"
4,30,4,2020,30.04.2020,04:00,"26.277,10"
4,30,4,2020,30.04.2020,05:00,"24.489,90"
4,30,4,2020,30.04.2020,06:00,"22.833,83"
4,30,4,2020,30.04.2020,07:00,"22.942,66"
4,30,4,2020,30.04.2020,08:00,"25.360,08"
4,30,4,2020,30.04.2020,09:00,"27.108,56"
4,30,4,2020,30.04.2020,10:00,"27.758,44"
4,30,4,2020,30.04.2020,11:00,"28.847,09"
4,30,4,2020,30.04.2020,12:00,"28.501,76"
4,30,4,2020,30.04.2020,13:00,"29.208,83"
4,30,4,2020,30.04.2020,14:00,"30.068,11"
4,30,4,2020,30.04.2020,15:00,"30.294,18"
4,30,4,2020,30.04.2020,16:00,"30.272,09"
4,30,4,2020,30.04.2020,17:00,"30.350,86"
4,30,4,2020,30.04.2020,18:00,"30.638,39"
4,30,4,2020,30.04.2020,19:00,"31.068,71"
4,30,4,2020,30.04.2020,20:00,"30.599,28"
4,30,4,2020,30.04.2020,21:00,"30.601,09"
4,30,4,2020,30.04.2020,22:00,"29.422,21"
4,30,4,2020,30.04.2020,23:00,"28.108,39"
5,1,5,2020,1.05.2020,00:00,"26.523,99"
5,1,5,2020,1.05.2020,01:00,"25.442,53"
5,1,5,2020,1.05.2020,02:00,"25.233,59"
5,1,5,2020,1.05.2020,03:00,"25.002,63"
5,1,5,2020,1.05.2020,04:00,"24.024,00"
5,1,5,2020,1.05.2020,05:00,"21.693,00"
5,1,5,2020,1.05.2020,06:00,"19.861,44"
5,1,5,2020,1.05.2020,07:00,"19.500,49"
5,1,5,2020,1.05.2020,08:00,"19.993,77"
5,1,5,2020,1.05.2020,09:00,"20.746,90"
5,1,5,2020,1.05.2020,10:00,"21.095,14"
5,1,5,2020,1.05.2020,11:00,"21.935,47"
5,1,5,2020,1.05.2020,12:00,"22.314,15"
5,1,5,2020,1.05.2020,13:00,"23.180,95"
5,1,5,2020,1.05.2020,14:00,"23.729,53"
5,1,5,2020,1.05.2020,15:00,"23.977,37"
5,1,5,2020,1.05.2020,16:00,"24.252,09"
5,1,5,2020,1.05.2020,17:00,"24.932,04"
5,1,5,2020,1.05.2020,18:00,"26.652,84"
5,1,5,2020,1.05.2020,19:00,"28.141,80"
5,1,5,2020,1.05.2020,20:00,"27.846,77"
5,1,5,2020,1.05.2020,21:00,"27.690,60"
5,1,5,2020,1.05.2020,22:00,"26.795,92"
5,1,5,2020,1.05.2020,23:00,"25.871,43"
6,2,5,2020,2.05.2020,00:00,"25.064,09"
6,2,5,2020,2.05.2020,01:00,"24.191,45"
6,2,5,2020,2.05.2020,02:00,"24.144,16"
6,2,5,2020,2.05.2020,03:00,"23.849,64"
6,2,5,2020,2.05.2020,04:00,"22.937,73"
6,2,5,2020,2.05.2020,05:00,"20.936,76"
6,2,5,2020,2.05.2020,06:00,"19.139,28"
6,2,5,2020,2.05.2020,07:00,"18.719,93"
6,2,5,2020,2.05.2020,08:00,"19.046,73"
6,2,5,2020,2.05.2020,09:00,"19.456,19"
6,2,5,2020,2.05.2020,10:00,"20.129,07"
6,2,5,2020,2.05.2020,11:00,"21.291,24"
6,2,5,2020,2.05.2020,12:00,"21.805,34"
6,2,5,2020,2.05.2020,13:00,"22.613,60"
6,2,5,2020,2.05.2020,14:00,"23.379,15"
6,2,5,2020,2.05.2020,15:00,"23.869,00"
6,2,5,2020,2.05.2020,16:00,"24.348,47"
6,2,5,2020,2.05.2020,17:00,"25.335,21"
6,2,5,2020,2.05.2020,18:00,"27.207,38"
6,2,5,2020,2.05.2020,19:00,"28.469,45"
6,2,5,2020,2.05.2020,20:00,"28.051,38"
6,2,5,2020,2.05.2020,21:00,"27.778,06"
6,2,5,2020,2.05.2020,22:00,"26.879,13"
6,2,5,2020,2.05.2020,23:00,"25.820,32"
7,3,5,2020,3.05.2020,00:00,"25.031,35"
7,3,5,2020,3.05.2020,01:00,"24.343,86"
7,3,5,2020,3.05.2020,02:00,"24.338,57"
7,3,5,2020,3.05.2020,03:00,"24.167,51"
7,3,5,2020,3.05.2020,04:00,"22.886,48"
7,3,5,2020,3.05.2020,05:00,"21.001,25"
7,3,5,2020,3.05.2020,06:00,"19.096,83"
7,3,5,2020,3.05.2020,07:00,"18.431,75"
7,3,5,2020,3.05.2020,08:00,"18.759,60"
7,3,5,2020,3.05.2020,09:00,"19.297,35"
7,3,5,2020,3.05.2020,10:00,"19.966,14"
7,3,5,2020,3.05.2020,11:00,"20.987,76"
7,3,5,2020,3.05.2020,12:00,"21.746,39"
